cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
1718659,Rio da Conceição,0  ,CO,TO,M,2020,2130,33262536000134
1718709,Rio dos Bois,0  ,CO,TO,M,2020,2834,37420932000101
1718758,Rio Sono,0  ,CO,TO,M,2020,6478,00000729000168
1718808,Sampaio,0  ,CO,TO,M,2020,4711,25086828000135
1718840,Sandolândia,0  ,CO,TO,M,2020,3375,37344355000108
1718865,Santa Fé do Araguaia,0  ,CO,TO,M,2020,7512,25063918000100
1718881,Santa Maria do Tocantins,0  ,CO,TO,M,2020,3434,37421039000192
1718899,Santa Rita do Tocantins,0  ,CO,TO,M,2020,2365,01613127000149
1718907,Santa Rosa do Tocantins,0  ,CO,TO,M,2020,4829,24851503000139
1719004,Santa Tereza do Tocantins,0  ,CO,TO,M,2020,2866,25086844000128
1720002,Santa Terezinha do Tocantins,0  ,CO,TO,M,2020,2529,01634030000112
1720101,São Bento do Tocantins,0  ,CO,TO,M,2020,5324,25063983000136
1720150,São Félix do Tocantins,0  ,CO,TO,M,2020,1585,26753145000157
1720200,São Miguel do Tocantins,0  ,CO,TO,M,2020,12139,25064007000106
1720259,São Salvador do Tocantins,0  ,CO,TO,M,2020,3082,37344371000109
1720309,São Sebastião do Tocantins,0  ,CO,TO,M,2020,4805,00766733000131
1720499,São Valério,0  ,CO,TO,M,2020,3960,25043449000168
1720655,Silvanópolis,0  ,CO,TO,M,2020,5403,00114819000180
1720804,Sítio Novo do Tocantins,0  ,CO,TO,M,2020,9029,00766717000149
1720853,Sucupira,0  ,CO,TO,M,2020,1966,37344439000141
1720903,Taguatinga,0  ,CO,TO,M,2020,16683,02306900000197
1720937,Taipas do Tocantins,0  ,CO,TO,M,2020,2148,33261694000170
1720978,Talismã,0  ,CO,TO,M,2020,2793,01612820000105
1721000,Palmas,1  ,CO,TO,M,2020,299127,24851511000185
1721109,Tocantínia,0  ,CO,TO,M,2020,7545,02070712000102
1721208,Tocantinópolis,0  ,CO,TO,M,2020,22870,01224716000135
1721257,Tupirama,0  ,CO,TO,M,2020,1891,01613619000134
1721307,Tupiratins,0  ,CO,TO,M,2020,2671,37420692000137
1722081,Wanderlândia,0  ,CO,TO,M,2020,11683,00001636000158
1722107,Xambioá,0  ,CO,TO,M,2020,11540,02087211000139
2100055,Açailândia,0  ,NE,MA,M,2020,112445,07000268000172
2100105,Afonso Cunha,0  ,NE,MA,M,2020,6524,06096655000191
2100154,Água Doce do Maranhão,0  ,NE,MA,M,2020,12571,01612339000101
2100204,Alcântara,0  ,NE,MA,M,2020,22097,06000244000150
2100303,Aldeias Altas,0  ,NE,MA,M,2020,26532,06096853000155
2100402,Altamira do Maranhão,0  ,NE,MA,M,2020,8128,06021323000148
2100436,Alto Alegre do Maranhão,0  ,NE,MA,M,2020,27053,01612326000132
2100477,Alto Alegre do Pindaré,0  ,NE,MA,M,2020,31919,01612832000121
2100501,Alto Parnaíba,0  ,NE,MA,M,2020,11190,06997571000129
2100550,Amapá do Maranhão,0  ,NE,MA,M,2020,6962,01580959000106
2100600,Amarante do Maranhão,0  ,NE,MA,M,2020,41435,06157846000116
2100709,Anajatuba,0  ,NE,MA,M,2020,26803,06002372000133
2100808,Anapurus,0  ,NE,MA,M,2020,15732,06116461000100
2100832,Apicum-Açu,0  ,NE,MA,M,2020,17239,01612531000106
2100873,Araguanã,0  ,NE,MA,M,2020,15426,01612539000164
2100907,Araioses,0  ,NE,MA,M,2020,46440,06450191000170
2100956,Arame,0  ,NE,MA,M,2020,32701,12542767000121
2101004,Arari,0  ,NE,MA,M,2020,29848,06242846000114
2101103,Axixá,0  ,NE,MA,M,2020,12130,06008569000180
2101202,Bacabal,0  ,NE,MA,M,2020,104949,06014351000138
2101251,Bacabeira,0  ,NE,MA,M,2020,17055,01611396000176
2101301,Bacuri,0  ,NE,MA,M,2020,18582,06151419000120
2101350,Bacurituba,0  ,NE,MA,M,2020,5644,01612534000131
2101400,Balsas,0  ,NE,MA,M,2020,94887,06441430000125
2101509,Barão de Grajaú,0  ,NE,MA,M,2020,18820,06477822000144
2101608,Barra do Corda,0  ,NE,MA,M,2020,88212,06769798000117
2101707,Barreirinhas,0  ,NE,MA,M,2020,62528,06217954000137
2101731,Belágua,0  ,NE,MA,M,2020,7469,01612545000111
2101772,Bela Vista do Maranhão,0  ,NE,MA,M,2020,11209,01612347000158
2101806,Benedito Leite,0  ,NE,MA,M,2020,5632,06096218000178
2101905,Bequimão,0  ,NE,MA,M,2020,21280,41611716000102
2101939,Bernardo do Mearim,0  ,NE,MA,M,2020,6043,01612345000169
2101970,Boa Vista do Gurupi,0  ,NE,MA,M,2020,9287,01612331000145
2102002,Bom Jardim,0  ,NE,MA,M,2020,41630,06229975000172
2102036,Bom Jesus das Selvas,0  ,NE,MA,M,2020,34028,01612668000152
2102077,Bom Lugar,0  ,NE,MA,M,2020,16294,01611400000104
2102101,Brejo,0  ,NE,MA,M,2020,36397,06116743000108
2102150,Brejo de Areia,0  ,NE,MA,M,2020,9188,01612318000196
2102200,Buriti,0  ,NE,MA,M,2020,28678,06117071000155
2102309,Buriti Bravo,0  ,NE,MA,M,2020,23884,06052138000110
2102325,Buriticupu,0  ,NE,MA,M,2020,72358,01612525000140
2102358,Buritirana,0  ,NE,MA,M,2020,15430,01601303000122
2102374,Cachoeira Grande,0  ,NE,MA,M,2020,9431,01612624000122
2102408,Cajapió,0  ,NE,MA,M,2020,11177,06054266000101
2102507,Cajari,0  ,NE,MA,M,2020,19379,06469837000160
2102556,Campestre do Maranhão,0  ,NE,MA,M,2020,14374,01598550000117
2102606,Cândido Mendes,0  ,NE,MA,M,2020,20178,06059505000108
2102705,Cantanhede,0  ,NE,MA,M,2020,21995,06156160000100
2102754,Capinzal do Norte,0  ,NE,MA,M,2020,10934,01613309000110
2102804,Carolina,0  ,NE,MA,M,2020,24322,12081691000184
2102903,Carutapera,0  ,NE,MA,M,2020,23807,06903553000130
2103000,Caxias,0  ,NE,MA,M,2020,164880,06082820000156
2103109,Cedral,0  ,NE,MA,M,2020,10675,06235006000124
2103125,Central do Maranhão,0  ,NE,MA,M,2020,8673,01612342000125
2103158,Centro do Guilherme,0  ,NE,MA,M,2020,13458,01612328000121
2103174,Centro Novo do Maranhão,0  ,NE,MA,M,2020,21622,01612323000107
2103208,Chapadinha,0  ,NE,MA,M,2020,79675,06117709000158
2103257,Cidelândia,0  ,NE,MA,M,2020,14697,01610134000197
2103307,Codó,0  ,NE,MA,M,2020,122859,06104863000195
2103406,Coelho Neto,0  ,NE,MA,M,2020,49435,05281738000198
2103505,Colinas,0  ,NE,MA,M,2020,41178,06113682000125
2103554,Conceição do Lago-Açu,0  ,NE,MA,M,2020,16237,01612544000177
2103604,Coroatá,0  ,NE,MA,M,2020,65296,06331110000112
2103703,Cururupu,0  ,NE,MA,M,2020,32695,05733472000177
2103752,Davinópolis,0  ,NE,MA,M,2020,12908,01616269000160
2103802,Dom Pedro,0  ,NE,MA,M,2020,23350,06137293000130
2103901,Duque Bacelar,0  ,NE,MA,M,2020,11349,06314439000175
2104008,Esperantinópolis,0  ,NE,MA,M,2020,17241,06376669000169
2104057,Estreito,0  ,NE,MA,M,2020,41946,07070873000110
2104073,Feira Nova do Maranhão,0  ,NE,MA,M,2020,8504,01616041000170
2104081,Fernando Falcão,0  ,NE,MA,M,2020,10360,01612667000108
2104099,Formosa da Serra Negra,0  ,NE,MA,M,2020,19089,01616684000113
2104107,Fortaleza dos Nogueiras,0  ,NE,MA,M,2020,12631,06080394000111
2104206,Fortuna,0  ,NE,MA,M,2020,15552,06140404000167
2104305,Godofredo Viana,0  ,NE,MA,M,2020,11819,06157051000108
2104404,Gonçalves Dias,0  ,NE,MA,M,2020,17934,06314827000156
1,União,0  ,BR,NA,U,2020,8569324,NA
11,Rondônia,0  ,NO,BR,E,2020,1777225,00394585000171
12,Acre,0  ,NO,BR,E,2020,881935,63606479000124
13,Amazonas,0  ,NO,BR,E,2020,4144597,04312369000190
14,Roraima,0  ,NO,BR,E,2020,605761,84012012000126
15,Pará,0  ,NO,BR,E,2020,8602865,05054861000176
16,Amapá,0  ,NO,BR,E,2020,845731,00394577000125
21,Maranhão,0  ,NE,BR,E,2020,7075181,06354468000160
22,Piauí,0  ,NE,BR,E,2020,3273227,06553481000149
23,Ceará,0  ,NE,BR,E,2020,9132078,07954480000179
24,Rio Grande do Norte,0  ,NE,BR,E,2020,3506853,08241739000105
25,Paraíba,0  ,NE,BR,E,2020,4018127,08761124000100
26,Pernambuco,0  ,NE,BR,E,2020,9557071,10571982000125
27,Alagoas,0  ,NE,BR,E,2020,3337357,12200176000176
28,Sergipe,0  ,NE,BR,E,2020,2298696,13128798000101
29,Bahia,0  ,NE,BR,E,2020,14873064,13937032000160
31,Minas Gerais,0  ,SE,BR,E,2020,21168791,18715615000160
32,Espírito Santo,0  ,SE,BR,E,2020,4018650,27080530000143
33,Rio de Janeiro,0  ,SE,BR,E,2020,17264943,42498600000171
35,São Paulo,0  ,SE,BR,E,2020,45919049,46379400000150
41,Paraná,0  ,SU,BR,E,2020,11433957,76416940000128
42,Santa Catarina,0  ,SU,BR,E,2020,7164788,82951229000176
43,Rio Grande do Sul,0  ,SU,BR,E,2020,11377239,87934675000196
50,Mato Grosso do Sul,0  ,CO,BR,E,2020,2778986,15412257000128
51,Mato Grosso,0  ,CO,BR,E,2020,3484466,03507415000144
52,Goiás,0  ,CO,BR,E,2020,7018354,01409580000138
53,Distrito Federal,0  ,CO,BR,D,2020,3015268,00394601000126
1100015,Alta Floresta D'Oeste,0  ,NO,RO,M,2020,22945,15834732000154
1100023,Ariquemes,0  ,NO,RO,M,2020,107863,04104816000116
1100031,Cabixi,0  ,NO,RO,M,2020,5312,22855159000120
1100049,Cacoal,0  ,NO,RO,M,2020,85359,04092714000128
1100056,Cerejeiras,0  ,NO,RO,M,2020,16323,04914925000107
1100064,Colorado do Oeste,0  ,NO,RO,M,2020,15882,04391512000187
1100072,Corumbiara,0  ,NO,RO,M,2020,7391,63762041000135
1100080,Costa Marques,0  ,NO,RO,M,2020,18331,04100020000195
1100098,Espigão D'Oeste,0  ,NO,RO,M,2020,32374,04695284000139
1100106,Guajará-Mirim,0  ,NO,RO,M,2020,46174,05893631000109
1100114,Jaru,0  ,NO,RO,M,2020,51775,04279238000159
1100122,Ji-Paraná,0  ,NO,RO,M,2020,128969,04092672000125
1100130,Machadinho D'Oeste,0  ,NO,RO,M,2020,39991,22855142000173
1100148,Nova Brasilândia D'Oeste,0  ,NO,RO,M,2020,20474,15884109000106
1100155,Ouro Preto do Oeste,0  ,NO,RO,M,2020,36035,04380507000179
1100189,Pimenta Bueno,0  ,NO,RO,M,2020,36660,04092680000171
1100205,Porto Velho,1  ,NO,RO,M,2020,529544,05903125000145
1100254,Presidente Médici,0  ,NO,RO,M,2020,18986,04632212000142
1100262,Rio Crespo,0  ,NO,RO,M,2020,3764,63761977000141
1100288,Rolim de Moura,0  ,NO,RO,M,2020,55058,04394805000118
1100296,Santa Luzia D'Oeste,0  ,NO,RO,M,2020,6495,15845365000194
1100304,Vilhena,0  ,NO,RO,M,2020,99854,04092706000181
1100320,São Miguel do Guaporé,0  ,NO,RO,M,2020,23005,22855167000177
1100338,Nova Mamoré,0  ,NO,RO,M,2020,30583,22855183000160
1100346,Alvorada D'Oeste,0  ,NO,RO,M,2020,14411,15845340000190
1100379,Alto Alegre dos Parecis,0  ,NO,RO,M,2020,13241,84744994000140
1100403,Alto Paraíso,0  ,NO,RO,M,2020,21428,63762025000142
1100452,Buritis,0  ,NO,RO,M,2020,39654,01266058000144
1100502,Novo Horizonte do Oeste,0  ,NO,RO,M,2020,8538,63762009000150
1100601,Cacaulândia,0  ,NO,RO,M,2020,6230,63762058000192
1100700,Campo Novo de Rondônia,0  ,NO,RO,M,2020,14139,63762033000199
1100809,Candeias do Jamari,0  ,NO,RO,M,2020,26693,63761902000160
1100908,Castanheiras,0  ,NO,RO,M,2020,3052,63761969000103
1100924,Chupinguaia,0  ,NO,RO,M,2020,11182,01587887000129
1100940,Cujubim,0  ,NO,RO,M,2020,25215,84736941000188
1101005,Governador Jorge Teixeira,0  ,NO,RO,M,2020,7767,63761944000100
1101104,Itapuã do Oeste,0  ,NO,RO,M,2020,10458,63761936000155
1101203,Ministro Andreazza,0  ,NO,RO,M,2020,9660,63762074000185
1101302,Mirante da Serra,0  ,NO,RO,M,2020,10947,63787071000104
1101401,Monte Negro,0  ,NO,RO,M,2020,15852,63761985000198
1101435,Nova União,0  ,NO,RO,M,2020,6970,00699197000107
1101468,Pimenteiras do Oeste,0  ,NO,RO,M,2020,2169,01592473000198
1101476,Primavera de Rondônia,0  ,NO,RO,M,2020,2856,84723030000116
1101484,São Felipe D'Oeste,0  ,NO,RO,M,2020,5172,84745389000194
1101492,São Francisco do Guaporé,0  ,NO,RO,M,2020,20266,01254422000156
1101500,Seringueiras,0  ,NO,RO,M,2020,11856,63761993000134
1101559,Teixeirópolis,0  ,NO,RO,M,2020,4308,84722933000182
1101609,Theobroma,0  ,NO,RO,M,2020,10444,84727601000190
1101708,Urupá,0  ,NO,RO,M,2020,11467,63787097000144
1101757,Vale do Anari,0  ,NO,RO,M,2020,11204,84722917000190
1101807,Vale do Paraíso,0  ,NO,RO,M,2020,6825,63786990000155
1200013,Acrelândia,0  ,NO,AC,M,2020,15256,84306737000127
1200054,Assis Brasil,0  ,NO,AC,M,2020,7417,04045993000179
1200104,Brasiléia,0  ,NO,AC,M,2020,26278,04508933000145
1200138,Bujari,0  ,NO,AC,M,2020,10266,84306620000143
1200179,Capixaba,0  ,NO,AC,M,2020,11733,84306604000150
1200203,Cruzeiro do Sul,0  ,NO,AC,M,2020,88376,04012548000102
1200252,Epitaciolândia,0  ,NO,AC,M,2020,18411,84306588000104
1200302,Feijó,0  ,NO,AC,M,2020,34780,04005179000120
1200328,Jordão,0  ,NO,AC,M,2020,8317,84306497000160
1200336,Mâncio Lima,0  ,NO,AC,M,2020,18977,04059671000189
1200344,Manoel Urbano,0  ,NO,AC,M,2020,9459,04051207000146
1200351,Marechal Thaumaturgo,0  ,NO,AC,M,2020,18867,84306463000176
1200385,Plácido de Castro,0  ,NO,AC,M,2020,19761,04076733000160
1200393,Porto Walter,0  ,NO,AC,M,2020,11982,63603625000168
1200401,Rio Branco,1  ,NO,AC,M,2020,407319,04034583000122
1200427,Rodrigues Alves,0  ,NO,AC,M,2020,18930,84306455000120
1200435,Santa Rosa do Purus,0  ,NO,AC,M,2020,6540,84306521000161
1200450,Senador Guiomard,0  ,NO,AC,M,2020,23024,04077251000125
1200500,Sena Madureira,0  ,NO,AC,M,2020,45848,04513362000137
1200609,Tarauacá,0  ,NO,AC,M,2020,42567,34693564000179
1200708,Xapuri,0  ,NO,AC,M,2020,19323,04018560000124
1200807,Porto Acre,0  ,NO,AC,M,2020,18504,84306661000130
1300029,Alvarães,0  ,NO,AM,M,2020,16041,04628335000100
1300060,Amaturá,0  ,NO,AM,M,2020,11536,04628723000190
1300086,Anamã,0  ,NO,AM,M,2020,13614,04628020000162
1300102,Anori,0  ,NO,AM,M,2020,21010,04262762000117
1300144,Apuí,0  ,NO,AM,M,2020,21973,22812960000199
1300201,Atalaia do Norte,0  ,NO,AM,M,2020,19921,04530713000118
1300300,Autazes,0  ,NO,AM,M,2020,39565,04477642000137
1300409,Barcelos,0  ,NO,AM,M,2020,27502,04271037000105
1300508,Barreirinha,0  ,NO,AM,M,2020,32041,04283040000149
1300607,Benjamin Constant,0  ,NO,AM,M,2020,42984,04243978000135
1300631,Beruri,0  ,NO,AM,M,2020,19679,04628111000106
1300680,Boa Vista do Ramos,0  ,NO,AM,M,2020,19207,04629283000196
1300706,Boca do Acre,0  ,NO,AM,M,2020,34308,15811318000120
1300805,Borba,0  ,NO,AM,M,2020,41161,04477568000159
1300839,Caapiranga,0  ,NO,AM,M,2020,13081,04628046000100
1300904,Canutama,0  ,NO,AM,M,2020,15629,04247441000143
1301001,Carauari,0  ,NO,AM,M,2020,28294,04530044000184
1301100,Careiro,0  ,NO,AM,M,2020,37869,04332995000149
1301159,Careiro da Várzea,0  ,NO,AM,M,2020,30225,23006331000134
1301209,Coari,0  ,NO,AM,M,2020,85097,04262432000121
1301308,Codajás,0  ,NO,AM,M,2020,28637,04263331000256
1301407,Eirunepé,0  ,NO,AM,M,2020,35273,04190765000192
1301506,Envira,0  ,NO,AM,M,2020,20033,04530895000127
1301605,Fonte Boa,0  ,NO,AM,M,2020,17609,04530101000125
1301654,Guajará,0  ,NO,AM,M,2020,16678,22812242000112
1301704,Humaitá,0  ,NO,AM,M,2020,55080,04465209000181
1301803,Ipixuna,0  ,NO,AM,M,2020,29689,04191078000191
1301852,Iranduba,0  ,NO,AM,M,2020,48296,04628533000173
1301902,Itacoatiara,0  ,NO,AM,M,2020,101337,04241980000175
1301951,Itamarati,0  ,NO,AM,M,2020,7851,04628376000104
1302009,Itapiranga,0  ,NO,AM,M,2020,9148,04495644000159
1302108,Japurá,0  ,NO,AM,M,2020,2755,04505509000147
1302207,Juruá,0  ,NO,AM,M,2020,14712,04588596000143
1302306,Jutaí,0  ,NO,AM,M,2020,14317,04285896000153
1302405,Lábrea,0  ,NO,AM,M,2020,46069,05830872000109
1302504,Manacapuru,0  ,NO,AM,M,2020,97377,04274064000131
1302553,Manaquiri,0  ,NO,AM,M,2020,32105,04641551000195
1302603,Manaus,1  ,NO,AM,M,2020,2182763,04365326000173
1302702,Manicoré,0  ,NO,AM,M,2020,55751,04197166000109
1302801,Maraã,0  ,NO,AM,M,2020,18224,04505640000104
1302900,Maués,0  ,NO,AM,M,2020,63905,04282869000127
1303007,Nhamundá,0  ,NO,AM,M,2020,21173,04283578000153
1303106,Nova Olinda do Norte,0  ,NO,AM,M,2020,37378,04477600000104
1303205,Novo Airão,0  ,NO,AM,M,2020,19454,04533113000103
1303304,Novo Aripuanã,0  ,NO,AM,M,2020,25644,04278818000121
1303403,Parintins,0  ,NO,AM,M,2020,114273,04329736000169
1303502,Pauini,0  ,NO,AM,M,2020,19426,04530135000110
1303536,Presidente Figueiredo,0  ,NO,AM,M,2020,36279,04628681000198
1303569,Rio Preto da Eva,0  ,NO,AM,M,2020,33347,04629697000115
1303601,Santa Isabel do Rio Negro,0  ,NO,AM,M,2020,25156,04194239000109
1303700,Santo Antônio do Içá,0  ,NO,AM,M,2020,21602,04532057000192
1303809,São Gabriel da Cachoeira,0  ,NO,AM,M,2020,45564,04272670000118
1303908,São Paulo de Olivença,0  ,NO,AM,M,2020,39299,05829577000124
1303957,São Sebastião do Uatumã,0  ,NO,AM,M,2020,14020,04628418000107
1304005,Silves,0  ,NO,AM,M,2020,9171,04477634000190
1304062,Tabatinga,0  ,NO,AM,M,2020,65844,04011805000191
1304104,Tapauá,0  ,NO,AM,M,2020,17156,04530390000162
1304203,Tefé,0  ,NO,AM,M,2020,59849,04426383000115
1304237,Tonantins,0  ,NO,AM,M,2020,18755,04628608000116
1304260,Uarini,0  ,NO,AM,M,2020,13540,04647079000106
1304302,Urucará,0  ,NO,AM,M,2020,16256,04477782000105
1304401,Urucurituba,0  ,NO,AM,M,2020,23065,04502571000185
1400027,Amajari,0  ,NO,RR,M,2020,12796,01614081000182
1400050,Alto Alegre,0  ,NO,RR,M,2020,15510,04056206000194
1400100,Boa Vista,1  ,NO,RR,M,2020,399213,05943030000155
1400159,Bonfim,0  ,NO,RR,M,2020,12409,04056214000130
1400175,Cantá,0  ,NO,RR,M,2020,18335,01612682000156
1400209,Caracaraí,0  ,NO,RR,M,2020,21926,04653408000113
1400233,Caroebe,0  ,NO,RR,M,2020,10169,01614606000180
1400282,Iracema,0  ,NO,RR,M,2020,11950,01613028000167
1400308,Mucajaí,0  ,NO,RR,M,2020,17853,04056198000186
1400407,Normandia,0  ,NO,RR,M,2020,11290,04056222000187
1400456,Pacaraima,0  ,NO,RR,M,2020,17401,01612675000154
1400472,Rorainópolis,0  ,NO,RR,M,2020,30163,01613031000180
1400506,São João da Baliza,0  ,NO,RR,M,2020,8201,04056248000125
1400605,São Luiz,0  ,NO,RR,M,2020,7986,04056230000123
1400704,Uiramutã,0  ,NO,RR,M,2020,10559,01612681000101
1500107,Abaetetuba,0  ,NO,PA,M,2020,157698,05105127000199
1500131,Abel Figueiredo,0  ,NO,PA,M,2020,7434,83211375000128
1500206,Acará,0  ,NO,PA,M,2020,55591,05196548000172
1500305,Afuá,0  ,NO,PA,M,2020,39218,05119854000105
1500347,Água Azul do Norte,0  ,NO,PA,M,2020,27430,34671057000134
1500404,Alenquer,0  ,NO,PA,M,2020,56789,04838793000173
1500503,Almeirim,0  ,NO,PA,M,2020,34109,05139464000105
1500602,Altamira,0  ,NO,PA,M,2020,114594,05263116000137
1500701,Anajás,0  ,NO,PA,M,2020,29277,05849955000131
1500800,Ananindeua,0  ,NO,PA,M,2020,530598,05058441000168
1500859,Anapu,0  ,NO,PA,M,2020,27890,01613194000163
1500909,Augusto Corrêa,0  ,NO,PA,M,2020,45998,04873600000115
1500958,Aurora do Pará,0  ,NO,PA,M,2020,31338,83267989000121
1501006,Aveiro,0  ,NO,PA,M,2020,16388,04542916000124
1501105,Bagre,0  ,NO,PA,M,2020,30673,04876538000115
1501204,Baião,0  ,NO,PA,M,2020,47446,05425871000170
1501253,Bannach,0  ,NO,PA,M,2020,3286,01595320000102
1501303,Barcarena,0  ,NO,PA,M,2020,124680,05058458000115
1501402,Belém,1  ,NO,PA,M,2020,1492745,05055009000113
1501451,Belterra,0  ,NO,PA,M,2020,17732,01614112000103
1501501,Benevides,0  ,NO,PA,M,2020,62737,05058466000161
1501576,Bom Jesus do Tocantins,0  ,NO,PA,M,2020,16981,22938757000163
1501600,Bonito,0  ,NO,PA,M,2020,16286,05149083000107
1501709,Bragança,0  ,NO,PA,M,2020,127686,04873592000107
1501725,Brasil Novo,0  ,NO,PA,M,2020,15086,34887950000100
1501758,Brejo Grande do Araguaia,0  ,NO,PA,M,2020,7380,22938773000156
1501782,Breu Branco,0  ,NO,PA,M,2020,66046,34626440000170
1501808,Breves,0  ,NO,PA,M,2020,102701,04876389000194
1501907,Bujaru,0  ,NO,PA,M,2020,29132,05196563000110
1501956,Cachoeira do Piriá,0  ,NO,PA,M,2020,33900,01612360000107
1502004,Cachoeira do Arari,0  ,NO,PA,M,2020,23767,04884482000140
1502103,Cametá,0  ,NO,PA,M,2020,137890,05105283000150
1502152,Canaã dos Carajás,0  ,NO,PA,M,2020,37085,01613321000124
1502202,Capanema,0  ,NO,PA,M,2020,69027,05149091000145
1502301,Capitão Poço,0  ,NO,PA,M,2020,54303,05149109000109
1502400,Castanhal,0  ,NO,PA,M,2020,200793,05121991000184
1502509,Chaves,0  ,NO,PA,M,2020,23717,04888111000137
1502608,Colares,0  ,NO,PA,M,2020,12085,05835939000190
1502707,Conceição do Araguaia,0  ,NO,PA,M,2020,47864,05070404000175
1502756,Concórdia do Pará,0  ,NO,PA,M,2020,33318,14145791000152
1502764,Cumaru do Norte,0  ,NO,PA,M,2020,13473,34670976000193
1502772,Curionópolis,0  ,NO,PA,M,2020,17929,22938732000160
1502806,Curralinho,0  ,NO,PA,M,2020,34448,04876710000130
1502855,Curuá,0  ,NO,PA,M,2020,14393,01613319000155
1502905,Curuçá,0  ,NO,PA,M,2020,40066,05171939000132
1502939,Dom Eliseu,0  ,NO,PA,M,2020,59719,22953681000145
1502954,Eldorado do Carajás,0  ,NO,PA,M,2020,33808,84139633000175
1503002,Faro,0  ,NO,PA,M,2020,7194,05178272000108
1503044,Floresta do Araguaia,0  ,NO,PA,M,2020,20304,01613338000181
1503077,Garrafão do Norte,0  ,NO,PA,M,2020,26066,22980940000127
1503093,Goianésia do Pará,0  ,NO,PA,M,2020,40475,83211433000113
1503101,Gurupá,0  ,NO,PA,M,2020,33376,04876397000130
1503200,Igarapé-Açu,0  ,NO,PA,M,2020,38807,05149117000155
1503309,Igarapé-Miri,0  ,NO,PA,M,2020,62698,05191333000169
1503408,Inhangapi,0  ,NO,PA,M,2020,11711,05171921000130
1503457,Ipixuna do Pará,0  ,NO,PA,M,2020,64053,83268011000184
1503507,Irituia,0  ,NO,PA,M,2020,32550,05193123000100
1503606,Itaituba,0  ,NO,PA,M,2020,101247,05138730000177
1503705,Itupiranga,0  ,NO,PA,M,2020,53269,05077102000129
1503754,Jacareacanga,0  ,NO,PA,M,2020,8239,10221745000134
1503804,Jacundá,0  ,NO,PA,M,2020,59155,05854633000180
1503903,Juruti,0  ,NO,PA,M,2020,57943,05257555000137
1504000,Limoeiro do Ajuru,0  ,NO,PA,M,2020,28935,05105168000185
1504059,Mãe do Rio,0  ,NO,PA,M,2020,30077,05363023000184
1504109,Magalhães Barata,0  ,NO,PA,M,2020,8548,05171947000189
1504208,Marabá,0  ,NO,PA,M,2020,279349,05853163000130
1504307,Maracanã,0  ,NO,PA,M,2020,29473,04880258000180
1504406,Marapanim,0  ,NO,PA,M,2020,28336,05171681000174
1504422,Marituba,0  ,NO,PA,M,2020,131521,01611666000149
1504455,Medicilândia,0  ,NO,PA,M,2020,31597,34593525000108
1504505,Melgaço,0  ,NO,PA,M,2020,27654,04876470000174
1504604,Mocajuba,0  ,NO,PA,M,2020,31136,05846704000101
1504703,Moju,0  ,NO,PA,M,2020,82094,05105135000135
1504802,Monte Alegre,0  ,NO,PA,M,2020,58032,04838496000128
1504901,Muaná,0  ,NO,PA,M,2020,40349,05105200000122
1504950,Nova Esperança do Piriá,0  ,NO,PA,M,2020,21368,84263862000105
1504976,Nova Ipixuna,0  ,NO,PA,M,2020,16678,01612215000126
1505007,Nova Timboteua,0  ,NO,PA,M,2020,15363,05149125000100
1505031,Novo Progresso,0  ,NO,PA,M,2020,25762,10221786000120
1505064,Novo Repartimento,0  ,NO,PA,M,2020,75919,34626416000131
1505106,Óbidos,0  ,NO,PA,M,2020,52137,05131180000164
1505205,Oeiras do Pará,0  ,NO,PA,M,2020,32512,04876413000195
1505304,Oriximiná,0  ,NO,PA,M,2020,73096,05131081000182
1505403,Ourém,0  ,NO,PA,M,2020,17842,05149133000148
1505437,Ourilândia do Norte,0  ,NO,PA,M,2020,32832,22980643000181
1505486,Pacajá,0  ,NO,PA,M,2020,47706,22981427000150
1505494,Palestina do Pará,0  ,NO,PA,M,2020,7589,83211417000120
1505502,Paragominas,0  ,NO,PA,M,2020,113145,05193057000178
1505536,Parauapebas,0  ,NO,PA,M,2020,208273,22980999000115
1505551,Pau D'Arco,0  ,NO,PA,M,2020,5483,34671016000148
1505601,Peixe-Boi,0  ,NO,PA,M,2020,8077,05149158000141
1505635,Piçarra,0  ,NO,PA,M,2020,12981,01612163000198
1505650,Placas,0  ,NO,PA,M,2020,30982,01611858000155
1505700,Ponta de Pedras,0  ,NO,PA,M,2020,31082,05132436000158
1505809,Portel,0  ,NO,PA,M,2020,62043,04876447000180
1505908,Porto de Moz,0  ,NO,PA,M,2020,41135,05183827000100
1506005,Prainha,0  ,NO,PA,M,2020,29866,04860854000107
1506104,Primavera,0  ,NO,PA,M,2020,10825,05149141000194
1506112,Quatipuru,0  ,NO,PA,M,2020,13608,01612367000129
1506138,Redenção,0  ,NO,PA,M,2020,84787,04144168000121
1506161,Rio Maria,0  ,NO,PA,M,2020,18193,04144176000178
1506187,Rondon do Pará,0  ,NO,PA,M,2020,52357,04780953000170
1506195,Rurópolis,0  ,NO,PA,M,2020,50510,10222297000193
1506203,Salinópolis,0  ,NO,PA,M,2020,40675,05149166000198
1506302,Salvaterra,0  ,NO,PA,M,2020,23752,04888517000110
1506351,Santa Bárbara do Pará,0  ,NO,PA,M,2020,21079,83334698000109
1506401,Santa Cruz do Arari,0  ,NO,PA,M,2020,10128,04888830000158
